uo_cod;uo_sigla;fonte_cod;fonte_desc;analise_dcmefo
2261;FUNED;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;registro de restituições de recursos aplicados em saúde em outra classificação a partir de 2025
2261;FUNED;60;RECURSOS DIRETAMENTE ARRECADADOS;
2271;FHEMIG;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
2271;FHEMIG;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;
2271;FHEMIG;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
2271;FHEMIG;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2271;FHEMIG;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;
2271;FHEMIG;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
2271;FHEMIG;60;RECURSOS DIRETAMENTE ARRECADADOS;
2271;FHEMIG;68;CONVENIOS COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;
2271;FHEMIG;70;CONVENIOS COM OS MUNICIPIOS;
2281;UTRAMIG;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2281;UTRAMIG;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
2281;UTRAMIG;60;RECURSOS DIRETAMENTE ARRECADADOS;
2301;DER-MG;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2301;DER-MG;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
2301;DER-MG;51;CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO/COMBUSTIVEIS-CIDE;
2301;DER-MG;60;RECURSOS DIRETAMENTE ARRECADADOS;
2301;DER-MG;68;CONVENIOS COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;
2301;DER-MG;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;
2301;DER-MG;70;CONVENIOS COM OS MUNICIPIOS;
2301;DER-MG;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;
2301;DER-MG;91;TAXA DE EXPEDIENTE - ADMINISTRACAO INDIRETA;
2311;UNIMONTES;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
2311;UNIMONTES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
2311;UNIMONTES;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2311;UNIMONTES;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2311;UNIMONTES;60;RECURSOS DIRETAMENTE ARRECADADOS;
2311;UNIMONTES;70;CONVENIOS COM OS MUNICIPIOS;
2321;HEMOMINAS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
2321;HEMOMINAS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
2321;HEMOMINAS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2321;HEMOMINAS;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
2321;HEMOMINAS;60;RECURSOS DIRETAMENTE ARRECADADOS;"ausência de concursos previstos para a Fundação;  registro de restituições de recursos aplicados em saúde em outra classificação a partir de 2025"
2321;HEMOMINAS;70;CONVENIOS COM OS MUNICIPIOS;
2331;IPEMMG;73;ACORDOS, AJUSTES E DEMAIS INSTRUMENTOS DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES;
2351;UEMG;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
2351;UEMG;3;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EMENDAS INDIVIDUAIS;
2351;UEMG;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
2351;UEMG;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2351;UEMG;60;RECURSOS DIRETAMENTE ARRECADADOS;
2361;IPLEMG;60;RECURSOS DIRETAMENTE ARRECADADOS;
2371;IMA;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
2371;IMA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
2371;IMA;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2371;IMA;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
2371;IMA;60;RECURSOS DIRETAMENTE ARRECADADOS;
2371;IMA;91;TAXA DE EXPEDIENTE - ADMINISTRACAO INDIRETA;
2371;IMA;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;
2421;IDENE;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
2421;IDENE;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;
2421;IDENE;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2421;IDENE;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2431;AGENCIA RMBH;60;RECURSOS DIRETAMENTE ARRECADADOS;
2441;ARSAE -MG;59;OUTROS RECURSOS VINCULADOS;
2461;ARMVA;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
2461;ARMVA;60;RECURSOS DIRETAMENTE ARRECADADOS;
3041;EMATER;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
3041;EMATER;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;
3041;EMATER;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
3041;EMATER;60;RECURSOS DIRETAMENTE ARRECADADOS;
3041;EMATER;67;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM OS MUNICIPIOS;
3051;EPAMIG;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
3051;EPAMIG;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
3051;EPAMIG;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
3051;EPAMIG;60;RECURSOS DIRETAMENTE ARRECADADOS;
3051;EPAMIG;70;CONVENIOS COM OS MUNICIPIOS;
3151;EMC;60;RECURSOS DIRETAMENTE ARRECADADOS;
4031;FEPJ;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
4031;FEPJ;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
4031;FEPJ;60;RECURSOS DIRETAMENTE ARRECADADOS;
4031;FEPJ;61;RECURSOS DIRETAMENTE ARRECADADOS COM VINCULACAO ESPECIFICA;
4031;FEPJ;70;CONVENIOS COM OS MUNICIPIOS;
4031;FEPJ;77;TAXA DE FISCALIZACAO JUDICIARIA E TAXAS E MULTAS JUDICIAIS;
4091;FIA;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;
4091;FIA;60;RECURSOS DIRETAMENTE ARRECADADOS;
4101;FEH;60;RECURSOS DIRETAMENTE ARRECADADOS;
4111;FUNDESE;60;RECURSOS DIRETAMENTE ARRECADADOS;
4111;FUNDESE;61;RECURSOS DIRETAMENTE ARRECADADOS COM VINCULACAO ESPECIFICA;
4121;FUNDALEMG;60;RECURSOS DIRETAMENTE ARRECADADOS;
4141;FPE;39;MULTAS PECUNIARIAS E JUROS DE MORA FIXADOS EM SENTENCAS JUDICIAIS;
4141;FPE;57;TRANSFERENCIAS DA UNIAO POR MEIO DE PORTARIA - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
4171;FUNDERUR;60;RECURSOS DIRETAMENTE ARRECADADOS;
4251;FEAS;5;TRANSFERENCIAS DA UNIAO VINCULADAS A ASSISTENCIA SOCIAL - EMENDAS INDIVIDUAIS;
4251;FEAS;6;TRANSFERENCIAS DA UNIAO VINCULADAS A ASSISTENCIA SOCIAL - EMENDAS DE BANCADA;
4251;FEAS;56;TRANSFERENCIAS DA UNIAO VINCULADAS A ASSISTENCIA SOCIAL - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
4291;FES;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
4291;FES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
4291;FES;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
4291;FES;37;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE;
4291;FES;57;TRANSFERENCIAS DA UNIAO POR MEIO DE PORTARIA - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
4291;FES;60;RECURSOS DIRETAMENTE ARRECADADOS;
4291;FES;62;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO MANUTENCAO - EMENDAS INDIVIDUAIS;
4291;FES;63;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO MANUTENCAO - EMENDAS DE BANCADA;
4291;FES;64;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO ESTRUTURACAO - EMENDAS INDIVIDUAIS;
4291;FES;65;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO ESTRUTURACAO - EMENDAS DE BANCADA;
4291;FES;92;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO MANUTENCAO - EXCETO EMENDAS INDIV. E DE BANCADA;
4291;FES;93;TRANSFERENCIAS DA UNIAO VINCULADAS A SAUDE - BLOCO ESTRUTURACAO - EXCETO EMENDAS INDIV. E DE BANCADA;
4291;FES;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;
4331;FDM;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;
4331;FDM;59;OUTROS RECURSOS VINCULADOS;
4341;FHIDRO;61;RECURSOS DIRETAMENTE ARRECADADOS COM VINCULACAO ESPECIFICA;
4381;FUNTRANS;54;TAXA DE LICENCIAMENTO DA FAIXA DE DOMINIO DAS RODOVIAS;
4381;FUNTRANS;60;RECURSOS DIRETAMENTE ARRECADADOS;
4381;FUNTRANS;83;NOTIFICACAO DE INFRACAO DE TRANSITO FUNTRANS;
4421;FUNDIF;39;MULTAS PECUNIARIAS E JUROS DE MORA FIXADOS EM SENTENCAS JUDICIAIS;
4441;FUNEMP;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
4441;FUNEMP;60;RECURSOS DIRETAMENTE ARRECADADOS;
4451;FEPDC;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
4451;FEPDC;60;RECURSOS DIRETAMENTE ARRECADADOS;
4491;FEC;59;OUTROS RECURSOS VINCULADOS;
4541;FAHMEMG;60;RECURSOS DIRETAMENTE ARRECADADOS;
4551;FUNAPEC;59;OUTROS RECURSOS VINCULADOS;
4551;FUNAPEC;60;RECURSOS DIRETAMENTE ARRECADADOS;
4601;FEI;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;
4611;FUNCONTAS;60;RECURSOS DIRETAMENTE ARRECADADOS;
4621;MG INVESTE;60;RECURSOS DIRETAMENTE ARRECADADOS;
4631;FPP - MG;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
4631;FPP - MG;60;RECURSOS DIRETAMENTE ARRECADADOS;
4661;FAIMG;60;RECURSOS DIRETAMENTE ARRECADADOS;
4691;FESP-MG;57;TRANSFERENCIAS DA UNIAO POR MEIO DE PORTARIA - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
4701;FET-MG;57;TRANSFERENCIAS DA UNIAO POR MEIO DE PORTARIA - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
4701;FET-MG;60;RECURSOS DIRETAMENTE ARRECADADOS;
4711;FFP - MG;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
4711;FFP - MG;30;CONTRIBUICAO A APOSENTADORIA;
4711;FFP - MG;42;CONTRIBUICAO PATRONAL PARA O RPPS;
4711;FFP - MG;43;CONTRIBUICAO DO SERVIDOR PARA O RPPS;
4711;FFP - MG;44;COMPENSACAO FINANCEIRA ENTRE REGIMES DE PREVIDENCIA;
4711;FFP - MG;52;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;
4711;FFP - MG;58;RECURSOS PARA COBERTURA DE INSUFICIENCIA FINANCEIRA DO RPPS;
4711;FFP - MG;60;RECURSOS DIRETAMENTE ARRECADADOS;
4711;FFP - MG;61;RECURSOS DIRETAMENTE ARRECADADOS COM VINCULACAO ESPECIFICA;
4711;FFP - MG;75;CONTRIBUICAO PATRONAL PARA CUSTEIO DOS PROVENTOS DOS MILITARES;
4731;;59;OUTROS RECURSOS VINCULADOS;
4741;;59;OUTROS RECURSOS VINCULADOS;
4741;;60;RECURSOS DIRETAMENTE ARRECADADOS;
4751;;59;OUTROS RECURSOS VINCULADOS;
9901;RGE;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;
9901;RGE;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;
9901;RGE;3;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EMENDAS INDIVIDUAIS;
9901;RGE;4;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EMENDAS DE BANCADA;
9901;RGE;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;
9901;RGE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;
9901;RGE;11;RECURSOS DE DESVINCULACAO DE RECEITAS;
9901;RGE;12;OPERACOES DE CREDITO CONTRATUAIS - SWAP;
9901;RGE;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;
9901;RGE;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;
9901;RGE;16;DEMAIS TRANSFERENCIAS VINCULADAS DA UNIAO;
9901;RGE;17;TRANSFERENCIAS DESTINADAS AO SETOR CULTURAL - LC 195/2022 - ART 5O - AUDIOVISUAL;
9901;RGE;19;RECURSOS NAO VINCULADOS DA COMPENSACAO DE IMPOSTOS;
9901;RGE;20;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;
9901;RGE;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;
9901;RGE;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;
9901;RGE;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
9901;RGE;25;OPERACOES DE CREDITO CONTRATUAIS;
9901;RGE;26;TAXA FLORESTAL - ADMINISTRACAO INDIRETA;
9901;RGE;27;TAXA DE SEGURANCA PUBLICA;
9901;RGE;29;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;
9901;RGE;30;CONTRIBUICAO A APOSENTADORIA;
9901;RGE;31;UTILIZACAO DE RECURSOS HIDRICOS;
9901;RGE;32;EXPLORACAO DE RECURSOS MINERAIS;
9901;RGE;33;EXPLORACAO E PRODUCAO DE PETROLEO E GAS NATURAL;
9901;RGE;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
9901;RGE;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;
9901;RGE;40;RECURSOS FUNDOS EXTINTOS-LEI NO 13.848/2001;
9901;RGE;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;
9901;RGE;46;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR AO TESOURO ESTADUAL;
9901;RGE;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;
9901;RGE;48;ALIENACAO DE BENS DO TESOURO ESTADUAL;
9901;RGE;51;CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO/COMBUSTIVEIS-CIDE;
9901;RGE;53;TAXA DE INCENDIO;
9901;RGE;57;TRANSFERENCIAS DA UNIAO POR MEIO DE PORTARIA - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;
9901;RGE;59;OUTROS RECURSOS VINCULADOS;
9901;RGE;60;RECURSOS DIRETAMENTE ARRECADADOS;
9901;RGE;61;RECURSOS DIRETAMENTE ARRECADADOS COM VINCULACAO ESPECIFICA;
9901;RGE;66;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM OS ESTADOS E O DISTRITO FEDERAL;
9901;RGE;68;CONVENIOS COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;
9901;RGE;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;
9901;RGE;70;CONVENIOS COM OS MUNICIPIOS;
9901;RGE;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;
9901;RGE;72;TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;
9901;RGE;73;ACORDOS, AJUSTES E DEMAIS INSTRUMENTOS DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES;
9901;RGE;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;
9901;RGE;75;CONTRIBUICAO PATRONAL PARA CUSTEIO DOS PROVENTOS DOS MILITARES;
9901;RGE;78;CONTRIBUICAO MILITAR PARA CUSTEIO DO SISTEMA DE PROTECAO SOCIAL DOS MILITARES;
9901;RGE;79;CONTRIBUICAO PATRONAL PARA O FUNPREV;
9901;RGE;80;RECURSOS DO ACORDO DE REPACTUACAO DO RIO DOCE;
9901;RGE;82;NOTIFICACAO DE INFRACAO DE TRANSITO ESTADO;
9901;RGE;90;TRANSFERENCIAS DO FUNDEB - COMPLEMENTACAO DA UNIAO - VAAR;
9901;RGE;94;TAXA FLORESTAL - ADMINISTRACAO DIRETA;
9901;RGE;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;
9901;RGE;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO - RECURSOS RECEBIDOS ATE 2023;
9901;RGE;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;
